ResourceName,ResourceId,ResourceType,ResourceGroup,ResourceGroupId,ResourceLocation,Subscription,SubscriptionId,Tags,Cost,CostUSD,Currency
ch1-appfevmss-pri_ch1-appfevmss-pri_8069_os__1_9351cda8d10c42888e37c1cf00e6d4fe,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8069_os__1_9351cda8d10c42888e37c1cf00e6d4fe,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8073_os__1_ae1aaaff46ea4cdaabb02460913da4ae,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8073_os__1_ae1aaaff46ea4cdaabb02460913da4ae,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8081_os__1_d7097f8cb1bb4244b7ce0d1d32cec608,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8081_os__1_d7097f8cb1bb4244b7ce0d1d32cec608,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8089_os__1_4036324b403d4a0fae5c8c6bebaf6245,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8089_os__1_4036324b403d4a0fae5c8c6bebaf6245,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8097_os__1_0a4991448fd941a7ab466551a3de928c,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8097_os__1_0a4991448fd941a7ab466551a3de928c,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8107_os__1_97e759152fea44858fc2ae40531ce826,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8107_os__1_97e759152fea44858fc2ae40531ce826,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8111_os__1_77db266a66d948eda8400ae5915825ce,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8111_os__1_77db266a66d948eda8400ae5915825ce,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8121_os__1_26213104400941628203049e529b103a,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8121_os__1_26213104400941628203049e529b103a,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8128_os__1_b2f816f63974406fb913962c4d1f4840,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8128_os__1_b2f816f63974406fb913962c4d1f4840,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8135_os__1_0ce117437f984311ba1e9e09baf5ed40,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8135_os__1_0ce117437f984311ba1e9e09baf5ed40,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8149_os__1_01134e45535d41c7b5fa6fc7e615ec88,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8149_os__1_01134e45535d41c7b5fa6fc7e615ec88,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8155_os__1_4fc0a3466cfa48dc849a3a878d60cea1,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8155_os__1_4fc0a3466cfa48dc849a3a878d60cea1,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8158_os__1_4521a9cbb6ec4b86b48fd4095a739b58,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8158_os__1_4521a9cbb6ec4b86b48fd4095a739b58,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8160_os__1_47b405c45bda46d2849121b4ab9b69be,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8160_os__1_47b405c45bda46d2849121b4ab9b69be,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8164_os__1_ebbb87fc97944703b377649ba1f15553,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8164_os__1_ebbb87fc97944703b377649ba1f15553,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8168_os__1_8d651bb38f03417da21fb6649bb4bb67,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8168_os__1_8d651bb38f03417da21fb6649bb4bb67,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8179_os__1_e4f2d0408f75445b8c8b174f55190aab,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8179_os__1_e4f2d0408f75445b8c8b174f55190aab,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8183_os__1_6829fea1c9e946a98c79a9f082a9eeb0,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8183_os__1_6829fea1c9e946a98c79a9f082a9eeb0,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8193_os__1_5924ed50b6b54196bab2e8e1eae1b495,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8193_os__1_5924ed50b6b54196bab2e8e1eae1b495,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8198_os__1_493a084b13384d8391e54acfe5cc6ab4,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8198_os__1_493a084b13384d8391e54acfe5cc6ab4,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8207_os__1_d3bf800b65b4421caa5b3bf840f41962,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8207_os__1_d3bf800b65b4421caa5b3bf840f41962,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8215_os__1_c39426036355433fb7033b584aa2ac03,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8215_os__1_c39426036355433fb7033b584aa2ac03,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8224_os__1_6b8eb8a488b243868e405d7f5838ce4e,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8224_os__1_6b8eb8a488b243868e405d7f5838ce4e,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8229_os__1_3165776a7400422a81aaac87f60eb5b1,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8229_os__1_3165776a7400422a81aaac87f60eb5b1,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8238_os__1_08404b76f6a243ab9a58008ad936fe48,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8238_os__1_08404b76f6a243ab9a58008ad936fe48,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8239_os__1_86869c8f485c4522978ab8ed96b78d6d,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8239_os__1_86869c8f485c4522978ab8ed96b78d6d,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8247_os__1_7e1b56c5f0a4445ba0eb8b1a1eb89384,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8247_os__1_7e1b56c5f0a4445ba0eb8b1a1eb89384,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8254_os__1_67e3998f94f8412d8db99fa542bd32ce,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8254_os__1_67e3998f94f8412d8db99fa542bd32ce,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8261_os__1_c3f5bfd3ee7d4e4fbbaa2806f216d007,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8261_os__1_c3f5bfd3ee7d4e4fbbaa2806f216d007,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8270_os__1_567d8dee080646438d37d98397135f7c,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8270_os__1_567d8dee080646438d37d98397135f7c,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8281_os__1_e6c409c280514ddc9c79c58a6f5d8ebb,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8281_os__1_e6c409c280514ddc9c79c58a6f5d8ebb,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8284_os__1_ea4186b584e34c15ae6de5c74d4861bf,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8284_os__1_ea4186b584e34c15ae6de5c74d4861bf,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8286_os__1_bdfdf26dfdb14bb0969f7acf0f339981,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8286_os__1_bdfdf26dfdb14bb0969f7acf0f339981,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8295_os__1_48f6a55609e248cab505a6c8d2c80797,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8295_os__1_48f6a55609e248cab505a6c8d2c80797,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8302_os__1_3905335100c94ee091b22fe21eed01b3,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8302_os__1_3905335100c94ee091b22fe21eed01b3,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8309_os__1_eae4f4fd0e8e469a91f6f74036f3ca3b,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8309_os__1_eae4f4fd0e8e469a91f6f74036f3ca3b,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8317_os__1_e9e35d0b045948dbb75d82139107ca60,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8317_os__1_e9e35d0b045948dbb75d82139107ca60,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8326_os__1_179b662c2408454695e604d3cbf4897e,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8326_os__1_179b662c2408454695e604d3cbf4897e,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8327_os__1_0637cd654314412d8699cccc0c7c9961,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8327_os__1_0637cd654314412d8699cccc0c7c9961,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8333_os__1_5a098434f78f427c946687476b30096f,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8333_os__1_5a098434f78f427c946687476b30096f,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8341_os__1_b5d84d8cb8df4010b99752bd209f48fb,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8341_os__1_b5d84d8cb8df4010b99752bd209f48fb,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8351_os__1_0dc6bff24aeb407a889a2da9418461de,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8351_os__1_0dc6bff24aeb407a889a2da9418461de,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8358_os__1_51353e5436144358b47e6fa41881a1b9,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8358_os__1_51353e5436144358b47e6fa41881a1b9,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8368_os__1_fa23358ca1224c27b5c8bcc6cd488970,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8368_os__1_fa23358ca1224c27b5c8bcc6cd488970,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.005475438,0.005475438,USD
