ResourceName,ResourceId,ResourceType,ResourceGroup,ResourceGroupId,ResourceLocation,Subscription,SubscriptionId,Tags,Cost,CostUSD,Currency
ch1-appfevmss-pri_ch1-appfevmss-pri_7952_os__1_cb4db3f28ad0452aade6967745f247e4,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_7952_os__1_cb4db3f28ad0452aade6967745f247e4,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_7953_os__1_67abc866819f467ba197973874a44ac2,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_7953_os__1_67abc866819f467ba197973874a44ac2,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_7954_os__1_30f0132d689c4f61919d8c7d8a1fde9b,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_7954_os__1_30f0132d689c4f61919d8c7d8a1fde9b,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_7960_os__1_4546538b2d2d4b0aa7c3a852e5be5815,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_7960_os__1_4546538b2d2d4b0aa7c3a852e5be5815,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_7961_os__1_a1f41782453d42948adfb1da34a811e3,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_7961_os__1_a1f41782453d42948adfb1da34a811e3,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_7964_os__1_427ad837eccf4b21bbad216ff08db563,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_7964_os__1_427ad837eccf4b21bbad216ff08db563,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_7968_os__1_29c5e2cae3e34502a439d062da749d2a,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_7968_os__1_29c5e2cae3e34502a439d062da749d2a,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_7969_os__1_044dc4393b7e490197c4564e77d22959,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_7969_os__1_044dc4393b7e490197c4564e77d22959,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_7976_os__1_715b3891743f4c35a3b389571b1f9960,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_7976_os__1_715b3891743f4c35a3b389571b1f9960,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_7977_os__1_8de0ba40705c4a8b95f78ba447c2e024,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_7977_os__1_8de0ba40705c4a8b95f78ba447c2e024,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_7984_os__1_165fecbe145e428094c87d4cd16d1e45,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_7984_os__1_165fecbe145e428094c87d4cd16d1e45,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_7985_os__1_ea73c97b32e141099088d0a310409ee1,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_7985_os__1_ea73c97b32e141099088d0a310409ee1,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_7987_os__1_5125842889624c71ad4ea8177c8271b7,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_7987_os__1_5125842889624c71ad4ea8177c8271b7,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_7992_os__1_91968a6266634453a7110db7a0828b86,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_7992_os__1_91968a6266634453a7110db7a0828b86,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_7993_os__1_0920e85eaa464e3da1d5ac296a4ee1e2,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_7993_os__1_0920e85eaa464e3da1d5ac296a4ee1e2,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_7996_os__1_60e69a0d7fd04ea2aa3b88a4715f3498,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_7996_os__1_60e69a0d7fd04ea2aa3b88a4715f3498,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8000_os__1_75226fda64534126925d0de208e3f044,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8000_os__1_75226fda64534126925d0de208e3f044,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8001_os__1_e4433cd52a30415f9d6583f3c3760087,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8001_os__1_e4433cd52a30415f9d6583f3c3760087,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8006_os__1_b4e8f2d2a1644aea831dfe418b725932,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8006_os__1_b4e8f2d2a1644aea831dfe418b725932,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8009_os__1_2ce543ba47934d6abb60f4e09c4ae1ab,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8009_os__1_2ce543ba47934d6abb60f4e09c4ae1ab,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8016_os__1_11acd6fef8534071aebad879b0e7c63b,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8016_os__1_11acd6fef8534071aebad879b0e7c63b,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8017_os__1_ec7fffae1c0b49adb0d9a27979ee21b4,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8017_os__1_ec7fffae1c0b49adb0d9a27979ee21b4,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8024_os__1_ee866a09a2b24c48ab717b732f11a1e0,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8024_os__1_ee866a09a2b24c48ab717b732f11a1e0,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8025_os__1_e9854edb045d4fb8971b6a54b8977c9d,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8025_os__1_e9854edb045d4fb8971b6a54b8977c9d,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8026_os__1_b08f4cc0143d4d3090d35fbdf2af3860,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8026_os__1_b08f4cc0143d4d3090d35fbdf2af3860,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8032_os__1_8450ec6f41bf45d9b638bd8792b609b1,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8032_os__1_8450ec6f41bf45d9b638bd8792b609b1,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8034_os__1_40d3bb9c50614268b31d326dfe2d9f1e,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8034_os__1_40d3bb9c50614268b31d326dfe2d9f1e,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8040_os__1_9c4eab8479c343189fe28e9bf8ae9edc,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8040_os__1_9c4eab8479c343189fe28e9bf8ae9edc,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8041_os__1_cb417a233b6243f881d336d68963a2ae,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8041_os__1_cb417a233b6243f881d336d68963a2ae,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8049_os__1_59b10f26d3dc418baa383f3bc485c222,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8049_os__1_59b10f26d3dc418baa383f3bc485c222,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8050_os__1_f0ca1f90ce7d4507ab878f473b1119ef,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8050_os__1_f0ca1f90ce7d4507ab878f473b1119ef,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8054_os__1_3ab555754851429497ce1189fa528d9a,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8054_os__1_3ab555754851429497ce1189fa528d9a,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8056_os__1_f9dd69a59d314657b6e46bafed9d512b,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8056_os__1_f9dd69a59d314657b6e46bafed9d512b,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8057_os__1_24df20148c6247398fdf5248ee2d4b51,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8057_os__1_24df20148c6247398fdf5248ee2d4b51,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8064_os__1_c291cebc267d462981264eca704571e9,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8064_os__1_c291cebc267d462981264eca704571e9,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8065_os__1_0cd26814edb94cb7b533164c57defff2,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8065_os__1_0cd26814edb94cb7b533164c57defff2,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8066_os__1_eb171be4ee1849f9889baf92f5b3c91c,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8066_os__1_eb171be4ee1849f9889baf92f5b3c91c,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8074_os__1_cc38857f73474eea8f0f711a47bf231b,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8074_os__1_cc38857f73474eea8f0f711a47bf231b,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8075_os__1_d9d8c570b4ed4538a65193a9a0f4cba5,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8075_os__1_d9d8c570b4ed4538a65193a9a0f4cba5,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8077_os__1_23725420583c4657953e729f5bbbe773,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8077_os__1_23725420583c4657953e729f5bbbe773,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8082_os__1_5fdd4d4b7f034fc88beca4ffa81932ae,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8082_os__1_5fdd4d4b7f034fc88beca4ffa81932ae,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8083_os__1_552055fbd1234761b4ee160ef2086ad1,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8083_os__1_552055fbd1234761b4ee160ef2086ad1,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8085_os__1_46a59de4299c4fb88e342bbc89fde59c,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8085_os__1_46a59de4299c4fb88e342bbc89fde59c,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
ch1-appfevmss-pri_ch1-appfevmss-pri_8090_os__1_1c63a8bdf1d843328edf48fa9a05fb0a,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri/providers/microsoft.compute/disks/ch1-appfevmss-pri_ch1-appfevmss-pri_8090_os__1_1c63a8bdf1d843328edf48fa9a05fb0a,Disk,ch1-retailrg-pri,/subscriptions/ebb79bc0-aa86-44a7-8111-cabbe0c43993/resourcegroups/ch1-retailrg-pri,us east,Contoso Hotels Tenant - Production,ebb79bc0-aa86-44a7-8111-cabbe0c43993,[],0.010950876,0.010950876,USD
